Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Nedbør (døgn);Snødybde
Skjetlein;SN67140;13.02.2018;-3,9;1,3;-7,3;-;-
Skjetlein;SN67140;14.02.2018;1,8;4,4;-8,1;-;-
Skjetlein;SN67140;15.02.2018;1,9;3,6;1;-;-
Skjetlein;SN67140;16.02.2018;0,4;3;-3,1;-;-
Skjetlein;SN67140;17.02.2018;-3,6;3,1;-6,6;-;-
Skjetlein;SN67140;18.02.2018;-8;3,4;-12,4;-;-
Skjetlein;SN67140;19.02.2018;-9,4;-3,4;-14,9;-;-
Skjetlein;SN67140;20.02.2018;-7,9;-4,6;-14,2;-;-
Skjetlein;SN67140;21.02.2018;-3;0,4;-5,9;-;-
Skjetlein;SN67140;22.02.2018;0;3,7;-3,5;-;-
Skjetlein;SN67140;23.02.2018;-0,6;3,4;-2,6;-;-
Skjetlein;SN67140;24.02.2018;-3,9;-0,6;-8;-;-
Skjetlein;SN67140;25.02.2018;-4,8;-2,3;-6;-;-
Skjetlein;SN67140;26.02.2018;-10;-5,8;-15,2;-;-
Skjetlein;SN67140;27.02.2018;-12,8;-5,8;-19,6;-;-
Skjetlein;SN67140;28.02.2018;-13,5;-8,4;-19,1;-;-
Skjetlein;SN67140;01.03.2018;-14,9;-5,8;-22,5;-;-
Skjetlein;SN67140;02.03.2018;-9,1;-1,2;-17,4;-;-
Skjetlein;SN67140;03.03.2018;-4,6;-1,3;-7,6;-;-
Skjetlein;SN67140;04.03.2018;-5,2;-3,1;-8,2;-;-
Skjetlein;SN67140;05.03.2018;-4,2;-0,1;-9,7;-;-
Skjetlein;SN67140;06.03.2018;-7,6;3,3;-13,6;-;-
Skjetlein;SN67140;07.03.2018;-10,1;-4,8;-16;-;-
Skjetlein;SN67140;08.03.2018;-4;3,5;-11,9;-;-
Skjetlein;SN67140;09.03.2018;-1,9;2,2;-3,4;-;-
Skjetlein;SN67140;10.03.2018;-1,9;-0,9;-2,8;-;-
Skjetlein;SN67140;11.03.2018;-1,8;0,2;-6,7;-;-
Skjetlein;SN67140;12.03.2018;-0,8;0;-1,7;-;-
Skjetlein;SN67140;13.03.2018;-0,5;8;-2,7;-;-
Skjetlein;SN67140;14.03.2018;-1,9;6;-4,4;-;-
Skjetlein;SN67140;15.03.2018;-6,9;-0,5;-15,9;-;-
Skjetlein;SN67140;16.03.2018;-5,3;-2,4;-7,3;-;-
Skjetlein;SN67140;17.03.2018;-5,8;3;-13,1;-;-
Skjetlein;SN67140;18.03.2018;0,3;2;-6,8;-;-
Skjetlein;SN67140;19.03.2018;0,7;2,9;-0,3;-;-
Skjetlein;SN67140;20.03.2018;0,7;3,5;-2,4;-;-
Skjetlein;SN67140;21.03.2018;2,3;3,9;1,6;-;-
Skjetlein;SN67140;22.03.2018;2,3;4,4;0,8;-;-
Skjetlein;SN67140;23.03.2018;4,1;6,5;0,6;-;-
Skjetlein;SN67140;24.03.2018;5,2;8,3;3,9;-;-
Skjetlein;SN67140;25.03.2018;0,7;6;-0,9;-;-
Skjetlein;SN67140;26.03.2018;-3,6;1,7;-8,3;-;-
Skjetlein;SN67140;27.03.2018;-4,6;3,5;-12,7;-;-
Skjetlein;SN67140;28.03.2018;-4,2;2,5;-13,4;-;-
Skjetlein;SN67140;29.03.2018;-3,5;3,2;-10,6;-;-
Skjetlein;SN67140;30.03.2018;-4,9;2,5;-12,7;-;-
Skjetlein;SN67140;31.03.2018;-3,8;5,3;-12,7;-;-
Skjetlein;SN67140;01.04.2018;-2,3;6,6;-8,1;-;-
Skjetlein;SN67140;02.04.2018;-2,2;7,8;-8,6;-;-
Skjetlein;SN67140;03.04.2018;-0,9;5,1;-8,3;-;-
Skjetlein;SN67140;04.04.2018;2,2;6,4;-1,4;-;-
Skjetlein;SN67140;05.04.2018;0,2;2;-1,4;-;-
Skjetlein;SN67140;06.04.2018;2,1;6,7;0,1;-;-
Skjetlein;SN67140;07.04.2018;2,1;8;-1,6;-;-
Skjetlein;SN67140;08.04.2018;2,6;5;0,6;-;-
Skjetlein;SN67140;09.04.2018;2,7;5,7;-0,5;-;-
Skjetlein;SN67140;10.04.2018;4,2;9,2;-2,6;-;-
Skjetlein;SN67140;11.04.2018;4,2;9,9;-2,6;-;-
Skjetlein;SN67140;12.04.2018;7,2;13,7;-2,2;-;-
Skjetlein;SN67140;13.04.2018;9,8;15;2,5;-;-
Skjetlein;SN67140;14.04.2018;6,7;13,9;0,8;-;-
Skjetlein;SN67140;15.04.2018;7,8;16,6;-0,3;-;-
Skjetlein;SN67140;16.04.2018;6,6;13,7;0,2;-;-
Skjetlein;SN67140;17.04.2018;8,1;14,5;2,9;-;-
Skjetlein;SN67140;18.04.2018;7,3;11,9;3,5;-;-
Skjetlein;SN67140;19.04.2018;7,7;13,3;2,6;-;-
Skjetlein;SN67140;20.04.2018;7,8;10,1;5,8;-;-
Skjetlein;SN67140;21.04.2018;6;8,5;4,6;-;-
Skjetlein;SN67140;22.04.2018;8,8;13,5;3,8;-;-
Skjetlein;SN67140;23.04.2018;8,2;11,9;6,8;-;-
Skjetlein;SN67140;24.04.2018;6,9;11,6;3;-;-
Skjetlein;SN67140;25.04.2018;5;8,2;3,7;-;-
Skjetlein;SN67140;26.04.2018;5,8;9,7;2;-;-
Skjetlein;SN67140;27.04.2018;6,5;10,8;3,1;5;-
Skjetlein;SN67140;28.04.2018;5,4;9,7;2,2;0;-
Skjetlein;SN67140;29.04.2018;4,9;9,1;2,2;0,6;-
Skjetlein;SN67140;30.04.2018;5,2;10;-1,4;0;-
Skjetlein;SN67140;01.05.2018;6,9;9,3;3,1;0;-
Skjetlein;SN67140;02.05.2018;9,1;15,2;3,1;0;-
Skjetlein;SN67140;03.05.2018;7,8;13,3;5,3;0;-
Skjetlein;SN67140;04.05.2018;7,3;14,1;0;3;-
Skjetlein;SN67140;05.05.2018;11,3;16,4;7,8;1;-
Skjetlein;SN67140;06.05.2018;9,7;15,6;7,9;1,6;-
Skjetlein;SN67140;07.05.2018;8,8;12,5;6,2;1,6;-
Skjetlein;SN67140;08.05.2018;13,6;21,5;5,2;1;-
Skjetlein;SN67140;09.05.2018;19,3;24,3;11,7;0;-
Skjetlein;SN67140;10.05.2018;18,8;24,5;13;0;-
Skjetlein;SN67140;11.05.2018;8,6;21,6;7;4;-
Skjetlein;SN67140;12.05.2018;11,7;20;5,4;7,8;-
Skjetlein;SN67140;13.05.2018;13,3;19,3;7,8;0;-
Skjetlein;SN67140;14.05.2018;17,1;25;11,2;0;-
Skjetlein;SN67140;15.05.2018;14,6;20,8;7,9;0;-
Skjetlein;SN67140;16.05.2018;8,8;20;7,9;0;-
Skjetlein;SN67140;17.05.2018;8,1;13;1,8;2;-
Skjetlein;SN67140;18.05.2018;9,4;14,6;4,3;0;-
Skjetlein;SN67140;19.05.2018;11,5;17,7;3,7;0;-
Skjetlein;SN67140;20.05.2018;13,5;21,1;5,2;0;-
Skjetlein;SN67140;22.05.2018;10,7;15,3;7,8;-;-
Skjetlein;SN67140;23.05.2018;10,7;17,9;3,4;0;-
Skjetlein;SN67140;24.05.2018;11,9;19,1;4,2;0;-
Skjetlein;SN67140;25.05.2018;13;21,8;5,2;0;-
Skjetlein;SN67140;26.05.2018;10,9;15,9;6,2;0;-
Skjetlein;SN67140;27.05.2018;14,8;24,5;3,7;0;-
Skjetlein;SN67140;28.05.2018;16,1;22,6;9,8;0;-
Skjetlein;SN67140;29.05.2018;14,4;19,9;9,2;0;-
Skjetlein;SN67140;30.05.2018;14,3;24;4,5;0;-
Skjetlein;SN67140;31.05.2018;18,3;27,2;9,7;0;-
Skjetlein;SN67140;01.06.2018;16,5;22,5;12,8;2,8;-
Skjetlein;SN67140;02.06.2018;14,9;23,1;6,9;0,2;-
Skjetlein;SN67140;03.06.2018;12,1;18,7;6,6;0;-
Skjetlein;SN67140;04.06.2018;7,7;12,2;5,9;1,2;-
Skjetlein;SN67140;05.06.2018;6,5;9,5;3,6;6,8;-
Skjetlein;SN67140;06.06.2018;8,6;14,7;2,5;0,6;-
Skjetlein;SN67140;07.06.2018;9,2;13,9;4,3;0;-
Skjetlein;SN67140;08.06.2018;10,3;13,2;8,6;1,6;-
Skjetlein;SN67140;09.06.2018;13,4;19,6;8,8;0;-
Skjetlein;SN67140;10.06.2018;11,1;17,2;6,2;1,2;-
Skjetlein;SN67140;11.06.2018;9,6;12,4;8,1;0;-
Skjetlein;SN67140;12.06.2018;9;11,3;6,8;0,4;-
Skjetlein;SN67140;13.06.2018;11;15,4;7,5;1;-
Skjetlein;SN67140;14.06.2018;15,4;19,4;7,2;0;-
Skjetlein;SN67140;15.06.2018;14,5;18,7;11,7;0,2;-
Skjetlein;SN67140;16.06.2018;12,8;16,9;7,5;0,2;-
Skjetlein;SN67140;17.06.2018;13,4;20,4;5,7;0,2;-
Skjetlein;SN67140;18.06.2018;13,7;19,9;8;0,2;-
Skjetlein;SN67140;19.06.2018;11;15;7,3;7;-
Skjetlein;SN67140;20.06.2018;10,7;12,5;8,4;0,4;-
Skjetlein;SN67140;21.06.2018;9,6;13,3;7,6;2;-
Skjetlein;SN67140;22.06.2018;7,5;10,3;6,1;8,4;-
Skjetlein;SN67140;23.06.2018;10,1;13,1;7,4;14,2;-
Skjetlein;SN67140;24.06.2018;12,2;16,3;9,1;3,2;-
Skjetlein;SN67140;25.06.2018;12,2;15,6;11,1;2,4;-
Skjetlein;SN67140;26.06.2018;13,3;19,3;9;0;-
Skjetlein;SN67140;27.06.2018;14,3;19,3;9,6;0;-
Skjetlein;SN67140;30.06.2018;11,5;16,3;7,3;0,4;-
Skjetlein;SN67140;01.07.2018;15,4;23,8;6,9;0;-
Skjetlein;SN67140;02.07.2018;15,1;23,1;8;0;-
Skjetlein;SN67140;03.07.2018;13,6;16,7;11,3;0;-
Skjetlein;SN67140;04.07.2018;13,8;17,3;11,3;0;-
Skjetlein;SN67140;05.07.2018;14,4;23,8;6,6;0;-
Skjetlein;SN67140;06.07.2018;12,5;15,6;9,5;0,4;-
Skjetlein;SN67140;07.07.2018;12,6;17,7;9,5;1;-
Skjetlein;SN67140;08.07.2018;13,2;18,8;6,8;0;-
Skjetlein;SN67140;09.07.2018;12,2;16,8;9,4;8,2;-
Skjetlein;SN67140;10.07.2018;15,6;22,9;7,1;0,2;-
Skjetlein;SN67140;11.07.2018;17,2;25;9,4;0;-
Skjetlein;SN67140;12.07.2018;16,1;22,2;12,3;0;-
Skjetlein;SN67140;13.07.2018;14,5;20,1;9,2;0;-
Skjetlein;SN67140;14.07.2018;14,1;17,4;11,6;0;-
Skjetlein;SN67140;15.07.2018;16,9;23,8;10,6;0;-
Skjetlein;SN67140;16.07.2018;19,5;28,5;13;0;-
Skjetlein;SN67140;17.07.2018;19,7;30,9;11,2;0;-
Skjetlein;SN67140;18.07.2018;19,1;25,6;16,9;0;-
Skjetlein;SN67140;19.07.2018;15,2;18,3;13,4;5,2;-
Skjetlein;SN67140;20.07.2018;17,2;22,5;12,7;0;-
Skjetlein;SN67140;21.07.2018;17,1;22,7;13,9;1,8;-
Skjetlein;SN67140;22.07.2018;16,4;23,1;10,4;2;-
Skjetlein;SN67140;23.07.2018;16;19,8;13,8;2,6;-
Skjetlein;SN67140;24.07.2018;17,5;23;13,6;1,4;-
Skjetlein;SN67140;25.07.2018;15,1;18,4;13,2;1;-
Skjetlein;SN67140;26.07.2018;17;23,7;9,6;1,4;-
Skjetlein;SN67140;27.07.2018;23,6;32,4;14,1;0;-
Skjetlein;SN67140;28.07.2018;24,9;31,5;17,5;0;-
Skjetlein;SN67140;29.07.2018;21,7;27,7;17,4;0,8;-
Skjetlein;SN67140;30.07.2018;22,1;29;13,2;1,6;-
Skjetlein;SN67140;31.07.2018;24,3;31,2;14,5;0;-
Skjetlein;SN67140;01.08.2018;18,7;28,6;16,8;1,6;-
Skjetlein;SN67140;06.08.2018;12,9;-;-;-;-
Skjetlein;SN67140;30.08.2018;11,6;18,5;9,6;-;-
Skjetlein;SN67140;31.08.2018;10,9;15,7;5,1;0,4;-
Skjetlein;SN67140;01.09.2018;11,3;16;5,9;0,2;-
Skjetlein;SN67140;02.09.2018;14,9;19,6;10,9;0,2;-
Skjetlein;SN67140;03.09.2018;15,7;18,9;13,6;0;-
Skjetlein;SN67140;04.09.2018;11,1;13,7;10,1;4,2;-
Skjetlein;SN67140;05.09.2018;12,3;18,3;8,8;3,8;-
Skjetlein;SN67140;06.09.2018;14,2;22,8;9,1;0;-
Skjetlein;SN67140;07.09.2018;16,4;21,2;11;0;-
Skjetlein;SN67140;08.09.2018;17,4;21,6;13,8;0;-
Skjetlein;SN67140;09.09.2018;15,8;20,2;11;0;-
Skjetlein;SN67140;10.09.2018;14,7;17,7;11;0;-
Skjetlein;SN67140;11.09.2018;11,7;17,8;5,9;3,8;-
Skjetlein;SN67140;12.09.2018;10,6;13,6;7,1;1,6;-
Skjetlein;SN67140;13.09.2018;11;16,3;8,7;5;-
Skjetlein;SN67140;14.09.2018;9,9;14,3;5,9;0,2;-
Skjetlein;SN67140;15.09.2018;8,9;12,4;6,2;1,2;-
Skjetlein;SN67140;16.09.2018;10,8;14,9;8,3;1,2;-
Skjetlein;SN67140;17.09.2018;10,6;14,8;8,6;3,4;-
Skjetlein;SN67140;18.09.2018;10,9;13,1;7,8;1,8;-
Skjetlein;SN67140;19.09.2018;15,4;20,4;10,5;2,4;-
Skjetlein;SN67140;20.09.2018;12,3;18,7;8,5;0;-
Skjetlein;SN67140;21.09.2018;8,6;12,2;4,4;0;-
Skjetlein;SN67140;22.09.2018;9;12,6;7,3;5,4;-
Skjetlein;SN67140;23.09.2018;6,1;8,9;4,6;13,8;-
Skjetlein;SN67140;24.09.2018;4,8;7,2;3,5;17,6;-
Skjetlein;SN67140;25.09.2018;8,4;12,2;3,2;6,4;-
Skjetlein;SN67140;26.09.2018;7,9;10,2;6,4;5,8;-
Skjetlein;SN67140;27.09.2018;6,1;8,6;4,9;13,2;-
Skjetlein;SN67140;28.09.2018;4,2;7,3;2,3;21;-
Skjetlein;SN67140;29.09.2018;7;10,9;3,1;9,6;-
Skjetlein;SN67140;30.09.2018;6,5;8,5;5,7;5,6;-
Skjetlein;SN67140;01.10.2018;5;8,9;3,8;9,4;-
Skjetlein;SN67140;02.10.2018;2,1;7,6;-1,3;0,8;-
Skjetlein;SN67140;03.10.2018;4,7;9,4;0,1;1,4;-
Skjetlein;SN67140;04.10.2018;4,9;6,9;1,1;5;-
Skjetlein;SN67140;05.10.2018;7,9;11,6;4,8;5,8;-
Skjetlein;SN67140;06.10.2018;4,9;7,4;3,8;2;-
Skjetlein;SN67140;07.10.2018;4,1;9,3;-0,4;6,2;-
Skjetlein;SN67140;08.10.2018;7,5;10,3;2,7;3,2;-
Skjetlein;SN67140;09.10.2018;6,4;8,6;4,3;2,8;-
Skjetlein;SN67140;10.10.2018;8,2;11,7;5,9;7;-
Skjetlein;SN67140;11.10.2018;9,6;18;3;0,2;-
Skjetlein;SN67140;12.10.2018;14,6;18,3;8,2;0;-
Skjetlein;SN67140;13.10.2018;15,1;20;10,6;2,8;-
Skjetlein;SN67140;14.10.2018;15,1;21,9;9,8;2;-
Skjetlein;SN67140;15.10.2018;5,7;10,2;4,4;20;-
Skjetlein;SN67140;16.10.2018;7;11,6;2,3;0;-
Skjetlein;SN67140;17.10.2018;9,6;13;7,9;0,8;-
Skjetlein;SN67140;18.10.2018;6,6;9,1;3,2;4;-
Skjetlein;SN67140;19.10.2018;7,5;10;6,1;2,2;-
Skjetlein;SN67140;20.10.2018;7,8;10,6;5,3;0,4;-
Skjetlein;SN67140;21.10.2018;8,3;10,8;6,8;4,2;-
Skjetlein;SN67140;22.10.2018;4,1;7,1;2,7;5,8;-
Skjetlein;SN67140;23.10.2018;3,2;4,8;1,4;9,2;-
Skjetlein;SN67140;24.10.2018;3,8;5;2,4;10,2;-
Skjetlein;SN67140;25.10.2018;2,5;3,9;1,3;5,4;-
Skjetlein;SN67140;26.10.2018;1,9;4,4;0,4;30,6;-
Skjetlein;SN67140;27.10.2018;-0,9;2,2;-3,1;1;-
Skjetlein;SN67140;28.10.2018;-3,1;1,1;-5,3;0,2;-
Skjetlein;SN67140;29.10.2018;-1,9;0,9;-6,5;0;-
Skjetlein;SN67140;30.10.2018;2,4;4;-1,3;0;-
Skjetlein;SN67140;31.10.2018;6,5;8,6;1,6;0;-
Skjetlein;SN67140;01.11.2018;5,4;8,9;-0,1;2,4;-
Skjetlein;SN67140;02.11.2018;6,5;9,4;5,2;0,2;-
Skjetlein;SN67140;03.11.2018;2,8;6;-0,8;9,4;-
Skjetlein;SN67140;04.11.2018;10,1;11,8;4;3,4;-
Skjetlein;SN67140;05.11.2018;7,9;11;5,5;0;-
Skjetlein;SN67140;06.11.2018;0,5;6,3;-1,3;0;-
Skjetlein;SN67140;07.11.2018;0,5;3,1;-1,3;0;-
Skjetlein;SN67140;08.11.2018;3,7;7,5;-0,3;0,4;-
Skjetlein;SN67140;09.11.2018;2;5,7;0,3;0,2;-
Skjetlein;SN67140;10.11.2018;7,4;9,7;-1;0,2;-
Skjetlein;SN67140;11.11.2018;10,3;11,7;8,9;0,4;-
Skjetlein;SN67140;12.11.2018;8,3;11,4;6,6;0,2;-
Skjetlein;SN67140;13.11.2018;3;6,8;0,6;9,4;-
Skjetlein;SN67140;14.11.2018;1;3,4;-0,8;0,2;-
Skjetlein;SN67140;15.11.2018;5;8,5;1,8;0,2;-
Skjetlein;SN67140;16.11.2018;8,4;12;4,5;0,2;-
Skjetlein;SN67140;17.11.2018;6,2;7,8;4,1;5,8;-
Skjetlein;SN67140;18.11.2018;1,7;6,8;-1,6;0;-
Skjetlein;SN67140;19.11.2018;-2,5;-0,3;-3,9;0;-
Skjetlein;SN67140;20.11.2018;-0,7;1,1;-3,2;0;-
Skjetlein;SN67140;21.11.2018;0;4,1;-3,7;0;-
Skjetlein;SN67140;22.11.2018;-5,5;-1,1;-7,4;0,2;-
Skjetlein;SN67140;23.11.2018;-2,7;-1,6;-6,3;0;-
Skjetlein;SN67140;24.11.2018;-0,4;0,4;-2;0;-
Skjetlein;SN67140;25.11.2018;0,5;1,1;-0,4;0;-
Skjetlein;SN67140;26.11.2018;0,7;1,9;-0,3;2,8;-
Skjetlein;SN67140;27.11.2018;-3,9;0,3;-7;2;-
Skjetlein;SN67140;28.11.2018;-5,3;-0,1;-9,8;0;-
Skjetlein;SN67140;29.11.2018;5,2;6,4;-0,6;0,2;-
Skjetlein;SN67140;30.11.2018;8,1;9,3;5,7;0,2;-
Skjetlein;SN67140;01.12.2018;7,1;9,3;6;0;-
Skjetlein;SN67140;02.12.2018;4,5;7,2;-0,1;0;-
Skjetlein;SN67140;03.12.2018;0,5;7;-0,9;0;-
Skjetlein;SN67140;04.12.2018;0,9;2,9;-0,2;14;-
Skjetlein;SN67140;05.12.2018;-0,4;0,7;-3,2;1,2;-
Skjetlein;SN67140;06.12.2018;-4,4;0,1;-7,8;0,4;-
Skjetlein;SN67140;07.12.2018;-4,5;-3,2;-7,6;0;-
Skjetlein;SN67140;08.12.2018;0,8;1,9;-3,7;0,2;-
Skjetlein;SN67140;09.12.2018;0,4;2,1;-0,5;4,4;-
Skjetlein;SN67140;10.12.2018;1,8;3,1;0,2;12;-
Skjetlein;SN67140;11.12.2018;-0,8;2,9;-2,4;12;-
Skjetlein;SN67140;12.12.2018;-8,9;-2;-10,5;-;-
Skjetlein;SN67140;13.12.2018;-12,3;-9,2;-13;-;-
Skjetlein;SN67140;14.12.2018;-14,3;-12,1;-15;-;-
Skjetlein;SN67140;15.12.2018;-12,1;-7,9;-16;-;-
Skjetlein;SN67140;16.12.2018;0,5;2,1;-9;-;-
Skjetlein;SN67140;17.12.2018;-3,4;1,7;-5,1;-;-
Skjetlein;SN67140;18.12.2018;-4;-2,6;-7,9;-;-
Skjetlein;SN67140;19.12.2018;1,9;4,2;-7,7;-;-
Skjetlein;SN67140;20.12.2018;3,5;4,5;3,1;-;-
Skjetlein;SN67140;21.12.2018;0,6;3,3;-0,7;-;-
Skjetlein;SN67140;22.12.2018;-3,1;-0,2;-5,9;-;-
Skjetlein;SN67140;23.12.2018;-3,9;-1,5;-6;-;-
Skjetlein;SN67140;24.12.2018;1,3;2,2;-5,3;-;-
Skjetlein;SN67140;25.12.2018;4,9;6,9;1,7;-;-
Skjetlein;SN67140;26.12.2018;4,1;6,8;2,2;-;-
Skjetlein;SN67140;27.12.2018;2,7;5,8;1,4;-;-
Skjetlein;SN67140;28.12.2018;2,9;4,7;0,5;-;-
Skjetlein;SN67140;29.12.2018;2,9;5,1;1,4;-;-
Skjetlein;SN67140;30.12.2018;0,3;2,9;-0,5;-;-
Skjetlein;SN67140;31.12.2018;4,1;7,9;-1;-;-
Skjetlein;SN67140;01.01.2019;2,5;6,8;0,1;-;-
Skjetlein;SN67140;02.01.2019;0,6;2,1;-2,2;-;-
Skjetlein;SN67140;03.01.2019;4,2;6;1,2;-;-
Skjetlein;SN67140;04.01.2019;6,3;7,4;5,4;-;-
Skjetlein;SN67140;05.01.2019;4,7;6,5;3,5;-;-
Skjetlein;SN67140;06.01.2019;4,9;6,2;4,3;-;-
Skjetlein;SN67140;07.01.2019;2;4,3;0,3;-;-
Skjetlein;SN67140;08.01.2019;0,5;2,7;0,1;-;-
Skjetlein;SN67140;09.01.2019;-0,8;0,2;-2,8;-;-
Skjetlein;SN67140;10.01.2019;4,1;7,8;-0,5;-;-
Skjetlein;SN67140;11.01.2019;1,8;7,7;0,4;-;-
Skjetlein;SN67140;12.01.2019;0,2;2,4;-1,1;-;-
Skjetlein;SN67140;13.01.2019;-0,9;2,4;-3;-;-
Skjetlein;SN67140;14.01.2019;-0,3;2,9;-2,9;-;-
Skjetlein;SN67140;15.01.2019;-6,1;-1;-9,8;-;-
Skjetlein;SN67140;16.01.2019;-9,7;-4,5;-14,5;-;-
Skjetlein;SN67140;17.01.2019;-4,6;-0,4;-8,9;-;-
Skjetlein;SN67140;18.01.2019;-2,2;-1,2;-3,4;-;-
Skjetlein;SN67140;19.01.2019;-2,6;-0,7;-4,4;-;-
Skjetlein;SN67140;20.01.2019;-7,6;-3;-11,5;-;-
Skjetlein;SN67140;21.01.2019;-11;-5,9;-15,7;-;-
Skjetlein;SN67140;22.01.2019;-12,3;-8,4;-14,7;-;-
Skjetlein;SN67140;23.01.2019;-14;-11,5;-15,9;-;-
Skjetlein;SN67140;24.01.2019;-11,6;-7,8;-14,7;-;-
Skjetlein;SN67140;25.01.2019;-6,4;-2,2;-12,4;-;-
Skjetlein;SN67140;26.01.2019;-3,4;-1,4;-4,7;-;-
Skjetlein;SN67140;27.01.2019;-5,5;-2,9;-7,6;-;-
Skjetlein;SN67140;28.01.2019;-6,7;-1,5;-10,8;-;-
Skjetlein;SN67140;29.01.2019;-9,2;-4,9;-13,9;-;-
Skjetlein;SN67140;30.01.2019;-6;-1,7;-10,6;-;-
Skjetlein;SN67140;31.01.2019;-1;1,1;-5,1;-;-
Skjetlein;SN67140;01.02.2019;-1,5;0;-3,7;-;-
Skjetlein;SN67140;02.02.2019;-4,2;-1,9;-5,1;-;-
Skjetlein;SN67140;03.02.2019;-8,6;-4;-12,9;-;-
Skjetlein;SN67140;04.02.2019;-10,9;-6,8;-13,8;-;-
Skjetlein;SN67140;05.02.2019;-12,4;-9,2;-16,9;-;-
Skjetlein;SN67140;06.02.2019;-10,4;-5,5;-16,7;-;-
Skjetlein;SN67140;07.02.2019;-1,7;2,3;-7,4;-;-
Skjetlein;SN67140;08.02.2019;-0,8;2;-2,8;-;-
Skjetlein;SN67140;09.02.2019;1,4;4;-4,1;-;-
Skjetlein;SN67140;10.02.2019;-0,6;1,5;-1,7;-;-
Skjetlein;SN67140;11.02.2019;-1,6;0,3;-5,5;-;-
Skjetlein;SN67140;12.02.2019;-0,5;0,8;-5,2;-;-
Skjetlein;SN67140;13.02.2019;3,9;6,3;0,7;-;-
Skjetlein;SN67140;14.02.2019;6,1;9,4;0,7;-;-
Skjetlein;SN67140;15.02.2019;3,2;7,4;0,9;-;-
Skjetlein;SN67140;16.02.2019;2;4,4;-0,8;-;-
Skjetlein;SN67140;17.02.2019;1,7;3,5;-1,4;-;-
Skjetlein;SN67140;18.02.2019;6,2;9;2,2;-;-
Skjetlein;SN67140;19.02.2019;2,9;6,2;-0,1;-;-
Skjetlein;SN67140;20.02.2019;0,2;3,7;-2,2;-;-
Skjetlein;SN67140;21.02.2019;1;3,5;-0,5;-;-
Skjetlein;SN67140;22.02.2019;2;4,3;0;-;-
Skjetlein;SN67140;23.02.2019;3,2;6,5;1,6;-;-
Skjetlein;SN67140;24.02.2019;4,6;6,9;-0,1;-;-
Skjetlein;SN67140;25.02.2019;5,8;8,8;1,7;-;-
Skjetlein;SN67140;26.02.2019;4,1;7,8;2,2;-;-
Skjetlein;SN67140;27.02.2019;5,3;8,7;0,8;-;-
Skjetlein;SN67140;28.02.2019;1,3;4,5;0,3;-;-
Skjetlein;SN67140;01.03.2019;0,6;3,4;-1,1;-;-
Skjetlein;SN67140;02.03.2019;0,8;2,6;-0,2;-;-
Skjetlein;SN67140;03.03.2019;0,7;3,7;-0,9;-;-
Skjetlein;SN67140;04.03.2019;-2,5;0,6;-3;-;-
Skjetlein;SN67140;05.03.2019;-7,4;-2,5;-12,5;-;-
Skjetlein;SN67140;06.03.2019;-8,1;-1,3;-14,8;-;-
Skjetlein;SN67140;07.03.2019;-2,5;-0,9;-5,7;-;-
Skjetlein;SN67140;08.03.2019;-1,2;1,8;-3,2;-;-
Skjetlein;SN67140;09.03.2019;-3,9;0,2;-6;-;-
Skjetlein;SN67140;10.03.2019;-4,7;-0,9;-9;-;-
Skjetlein;SN67140;11.03.2019;-4,4;3,6;-10,2;-;-
Skjetlein;SN67140;12.03.2019;-2,6;0,9;-9,5;-;-
Skjetlein;SN67140;13.03.2019;-0,7;0,7;-1,5;-;-
Skjetlein;SN67140;14.03.2019;-0,3;7,6;-2;-;-
Skjetlein;SN67140;15.03.2019;-0,7;4,5;-3,7;-;-
Skjetlein;SN67140;16.03.2019;-3,3;5,3;-10,7;-;-
Skjetlein;SN67140;17.03.2019;0;2,2;-2,7;-;-
Skjetlein;SN67140;18.03.2019;0,6;3,9;-1,2;-;-
Skjetlein;SN67140;19.03.2019;3,1;9,1;-1,5;-;-
Skjetlein;SN67140;20.03.2019;3,4;5,6;2,2;-;-
Skjetlein;SN67140;21.03.2019;4;7,1;1,6;-;-
Skjetlein;SN67140;22.03.2019;5,4;8,8;-0,4;-;-
Skjetlein;SN67140;23.03.2019;2,8;8,6;0,6;-;-
Skjetlein;SN67140;24.03.2019;1;3,3;0;-;-
Skjetlein;SN67140;25.03.2019;0,3;3;-2;-;-
Skjetlein;SN67140;26.03.2019;1;3,4;-0,7;-;-
Skjetlein;SN67140;27.03.2019;4,5;7;1,7;-;-
Skjetlein;SN67140;28.03.2019;8,7;14,1;2,9;-;-
Skjetlein;SN67140;29.03.2019;4,5;11,7;1,3;-;-
Skjetlein;SN67140;30.03.2019;1,8;5,2;0,2;-;-
Skjetlein;SN67140;31.03.2019;-0,7;0,9;-1,7;-;-
Skjetlein;SN67140;01.04.2019;1,8;7;-2,3;2,6;-
Skjetlein;SN67140;02.04.2019;2,6;7,1;-2,3;5,8;-
Skjetlein;SN67140;03.04.2019;3,7;11,1;-0,8;2,6;-
Skjetlein;SN67140;04.04.2019;4;8,5;-0,3;0,2;-
Skjetlein;SN67140;05.04.2019;6,6;8,5;4,9;0;-
Skjetlein;SN67140;06.04.2019;3,4;6,2;1,2;0;-
Skjetlein;SN67140;07.04.2019;3,7;4,8;3,2;0;-
